study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	ci	se	cv	unit	comments
Wysham2014	EXEN	276.0	EXEN	concentration change absolute	glucose	plasma	NR	fpg_change_EXEN	13.0	week	-1.2585705675117438	NA	NA	NA	1.9575530671646653	NA	0.11783084797564114	NA	mmol/l	NA
Wysham2014	EXEN	276.0	EXEN	concentration change absolute	glucose	plasma	NR	fpg_change_EXEN	26.0	week	-1.3559090091307249	NA	NA	NA	2.0426627996260294	NA	0.12295385184977259	NA	mmol/l	NA
Wysham2014	EXEN	276.0	EXEN	concentration change absolute	glucose	plasma	NR	fpg_change_EXEN	39.0	week	-1.13049351635777	NA	NA	NA	2.3831082229278127	NA	0.14344625820643808	NA	mmol/l	NA
Wysham2014	EXEN	276.0	EXEN	concentration change absolute	glucose	plasma	NR	fpg_change_EXEN	52.0	week	-1.0229086761303918	NA	NA	NA	2.383108222927811	NA	0.14344625820643797	NA	mmol/l	NA
Wysham2014	DUL075	280.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	0.0	week	0.0	NA	NA	NA	NA	NA	NA	NA	mmol/l	NA
Wysham2014	DUL075	280.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	2.0	week	-1.7913709830542346	NA	NA	NA	1.543059411809053	NA	0.09221543774484409	NA	mmol/l	NA
Wysham2014	DUL075	280.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	4.0	week	-1.9809250578481297	NA	NA	NA	1.5430594118090566	NA	0.09221543774484431	NA	mmol/l	NA
Wysham2014	DUL075	280.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	8.0	week	-1.9245712335124099	NA	NA	NA	1.7145111842702019	NA	0.10246164092317689	NA	mmol/l	NA
Wysham2014	DUL075	280.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	13.0	week	-1.9450634444390056	NA	NA	NA	1.9716872078766545	NA	0.11783084797564136	NA	mmol/l	NA
Wysham2014	DUL075	280.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	26.0	week	-1.8938326239774168	NA	NA	NA	1.8859596865607942	NA	0.11270764867143934	NA	mmol/l	NA
Wysham2014	DUL075	280.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	39.0	week	-1.550586283228821	NA	NA	NA	2.1431389803377963	NA	0.12807705115397372	NA	mmol/l	NA
Wysham2014	DUL075	280.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	52.0	week	-1.5710784941554168	NA	NA	NA	2.4003150039442485	NA	0.1434462582064382	NA	mmol/l	NA
Wysham2014	DUL15	279.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	0.0	week	0.0	NA	NA	NA	NA	NA	NA	NA	mmol/l	NA
Wysham2014	DUL15	279.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	2.0	week	-2.2114637499252856	NA	NA	NA	1.7114468186674479	NA	0.10246164092317667	NA	mmol/l	NA
Wysham2014	DUL15	279.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	4.0	week	-2.380525613792591	NA	NA	NA	1.5403047482613763	NA	0.09221563317491999	NA	mmol/l	NA
Wysham2014	DUL15	279.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	8.0	week	-2.3651562113100564	NA	NA	NA	1.7970178538706245	NA	0.10758464479731344	NA	mmol/l	NA
Wysham2014	DUL15	279.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	13.0	week	-2.375402609918459	NA	NA	NA	1.9681664529282716	NA	0.11783104340571615	NA	mmol/l	NA
Wysham2014	DUL15	279.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	26.0	week	-2.360033207435925	NA	NA	NA	2.0537374881312704	NA	0.12295404727984227	NA	mmol/l	NA
Wysham2014	DUL15	279.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	39.0	week	-2.1653559333378287	NA	NA	NA	2.2248795585374457	NA	0.13320005502810517	NA	mmol/l	NA
Wysham2014	DUL15	279.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	52.0	week	-2.037279077613925	NA	NA	NA	2.3104538580662695	NA	0.13832325433230652	NA	mmol/l	NA
