study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	ci	se	cv	unit	comments
Weinstock2015	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	8.0	week	7.13211312849456	NA	NA	NA	0.809629476201784	NA	0.04658894110083	NA	percent	NA
Weinstock2015	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	12.0	week	6.94242924708652	NA	NA	NA	0.983121349240333	NA	0.0565722765549497	NA	percent	NA
Weinstock2015	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	26.0	week	6.93910151091681	NA	NA	NA	0.983123555309064	NA	0.0565724034999402	NA	percent	NA
Weinstock2015	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	39.0	week	6.98236271584795	NA	NA	NA	1.09878333328877	NA	0.0632278758393499	NA	percent	NA
Weinstock2015	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	52.0	week	7.07886858810932	NA	NA	NA	1.09878553935767	NA	0.0632280027843502	NA	percent	NA
Weinstock2015	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	65.0	week	7.14209646394867	NA	NA	NA	1.15661542834744	NA	0.0665557389540501	NA	percent	NA
Weinstock2015	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	78.0	week	7.1853577958248	NA	NA	NA	1.33010950745454	NA	0.0765392013531496	NA	percent	NA
Weinstock2015	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	91.0	week	7.22196340147153	NA	NA	NA	1.27227741239588	NA	0.0732113382384503	NA	percent	NA
Weinstock2015	DUL075	302.0	DUL075	hba1c	NA	plasma	NR	hba1c_DUL075	104.0	week	7.27853580497148	NA	NA	NA	1.38793939644466	NA	0.07986693752287	NA	percent	NA
Weinstock2015	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	0.0	week	8.11381034153932	NA	NA	NA	1.04439572877659	NA	0.0599002031421403	NA	percent	NA
Weinstock2015	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	4.0	week	7.35840261554934	NA	NA	NA	0.580219480426841	NA	0.0332778694770299	NA	percent	NA
Weinstock2015	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	8.0	week	6.96572378110943	NA	NA	NA	0.754284881882398	NA	0.0432612049311301	NA	percent	NA
Weinstock2015	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	12.0	week	6.76605656424728	NA	NA	NA	0.812308157942227	NA	0.0465890680458401	NA	percent	NA
Weinstock2015	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	26.0	week	6.71946749620144	NA	NA	NA	0.928350283338125	NA	0.05324454038524	NA	percent	NA
Weinstock2015	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	39.0	week	6.83594016631603	NA	NA	NA	1.04439683545744	NA	0.0599002666146404	NA	percent	NA
Weinstock2015	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	52.0	week	6.82262896774722	NA	NA	NA	1.04439462209573	NA	0.0599001396696401	NA	percent	NA
Weinstock2015	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	65.0	week	6.86921803579306	NA	NA	NA	1.10241789815556	NA	0.0632280027843502	NA	percent	NA
Weinstock2015	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	78.0	week	6.90582364143979	NA	NA	NA	1.27648329961129	NA	0.07321133823846	NA	percent	NA
Weinstock2015	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	91.0	week	6.98236271584795	NA	NA	NA	1.21846002355163	NA	0.0698834751237598	NA	percent	NA
Weinstock2015	DUL15	304.0	DUL15	hba1c	NA	plasma	NR	hba1c_DUL15	104.0	week	6.98901831513235	NA	NA	NA	1.27648329961112	NA	0.0732113382384503	NA	percent	NA
